book_number,chapter_number,book_title,chapter_title,pub_year,cluster_id,cluster_label,chunk_count,narrative_words,sent_count,sent_mean_words,sent_std_words,sent_pct_long,sent_pct_short,pct_questions,flesch_ease,fk_grade,fog_index,ttr,mean_word_len,abstract_ratio,hapax_ratio,hedge_per_1k,assert_per_1k,hedge_assert_ratio,causal_per_1k,contrast_per_1k,additive_per_1k,exemplify_per_1k,i_per_1k,we_per_1k,passive_per_1k,semicolon_per_1k,emdash_per_1k,colon_per_1k,citation_per_1k,self_cite_per_1k,metalinguistic_per_1k,definitional_per_1k,subordinate_per_1k
13,3,Essays in Collaborative Dynamic Geometry,"Supporting Group Cognition, Individual Learning and Community Practices in Dynamic Geometry",2012,11,Group Cognition in Collaborative Learning,18,2318,139,16.69,11.31,10.07,25.18,0.0,19.8,14.45,18.82,0.3042,6.066,0.0502,0.1487,2.588,0.0,1.0,0.431,0.431,2.157,1.294,1.294,4.314,0.0,3.451,0.431,9.06,7.334,4.745,0.0,0.0,0.0
13,4,Essays in Collaborative Dynamic Geometry,Evaluating Significant Math Discourse in a Learning Environment,2012,7,Group Discourse in Mathematics Problem-Solving,26,3450,229,15.09,19.59,13.54,55.9,0.0,26.07,13.07,16.27,0.2841,5.955,0.0494,0.1408,2.609,1.159,0.6923,0.87,0.87,1.739,0.87,0.58,8.696,0.29,13.623,4.638,16.522,21.449,4.058,0.0,0.29,0.87
16,26,Editorial Introductions to ijCSCL,7(3): An international research community,2012,12,Group Cognition and Collaborative Knowledge Building,18,2308,142,16.25,22.57,11.27,42.25,0.0,23.74,13.63,16.62,0.3346,5.984,0.0261,0.1732,2.166,2.6,0.4545,0.433,2.6,1.733,2.6,0.0,4.766,0.867,3.466,4.333,12.998,7.799,0.433,0.433,0.867,1.733
16,27,Editorial Introductions to ijCSCL,7(4): Traversing planes of learning,2012,1,Group Processes and Collaborative Knowledge Building,26,3420,214,16.0,14.16,9.81,40.19,1.4,28.79,12.97,16.48,0.2932,5.795,0.0439,0.1519,2.339,1.462,0.6154,0.877,1.17,1.754,2.632,0.0,4.386,1.462,4.678,4.971,7.31,10.819,2.339,0.0,1.17,0.877
5,2,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 2.  History: The Origin of Geometry,2013,13,Dynamic Geometry Construction and Drag Testing,41,5963,263,22.67,12.93,17.49,10.27,0.38,31.11,14.37,18.27,0.249,5.403,0.0364,0.122,4.528,4.863,0.4821,0.671,4.36,2.516,3.354,0.0,2.348,4.193,1.174,5.534,1.509,3.857,0.335,0.0,1.509,4.36
5,3,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 3.  Philosophy: The Obfuscation of Geometry,2013,0,Heidegger's Philosophy of Understanding and Being,49,6829,282,24.22,19.64,19.86,10.64,2.48,23.73,15.78,19.93,0.2328,5.615,0.0476,0.1108,3.807,3.807,0.5,0.293,3.368,1.757,1.464,0.293,11.568,1.464,4.247,5.565,1.904,7.029,1.025,0.0,1.171,3.222
5,4,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 4.  Mathematics: Demythologizing Geometry,2013,2,Group Cognition in Dynamic Geometry Learning,20,3018,132,22.86,12.43,16.67,6.82,1.52,46.3,12.25,16.03,0.1992,5.165,0.0269,0.0881,1.657,2.651,0.3846,0.994,2.651,3.313,2.319,2.651,9.278,0.994,0.331,4.307,1.988,0.0,0.0,0.0,0.994,1.657
5,5,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 5.  Technology: Deconstructing Geometry,2013,2,Group Cognition in Dynamic Geometry Learning,44,6571,293,22.43,15.16,19.11,15.7,0.34,39.42,13.07,16.92,0.1713,5.264,0.0398,0.0717,3.957,5.326,0.4262,1.522,3.805,2.435,2.283,0.0,5.631,1.978,2.739,3.957,3.196,1.826,0.0,0.0,0.761,3.805
5,6,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 6.  Collaboration: Group Geometry,2013,2,Group Cognition in Dynamic Geometry Learning,48,7326,346,21.17,10.67,14.45,8.38,0.87,46.25,11.87,15.23,0.1734,5.101,0.0342,0.0707,3.686,1.638,0.6923,0.546,3.14,3.822,1.911,0.0,5.87,2.184,1.092,3.413,0.273,0.819,0.137,0.0,1.365,5.051
5,7,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 7.  Research: Analyzing Geometry,2013,4,Virtual Math Teams Project and Online Collaboration,88,13348,562,23.75,23.29,19.93,15.84,11.74,51.19,11.47,14.74,0.1252,5.03,0.022,0.0473,3.746,2.397,0.6098,0.599,2.547,2.472,0.674,4.72,7.791,1.049,0.749,2.547,2.472,1.124,0.225,0.0,0.674,3.971
5,8,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 8.  Theory: Resources for Geometry,2013,7,Group Discourse in Mathematics Problem-Solving,100,13888,579,23.99,14.45,22.8,8.98,2.59,24.93,15.46,19.21,0.1565,5.63,0.04,0.0632,3.888,2.592,0.6,0.288,1.512,2.232,2.376,0.144,3.456,1.296,4.68,7.056,2.376,11.089,3.312,0.0,1.656,1.368
5,9,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 9.  Pedagogy: Designing Geometry,2013,2,Group Cognition in Dynamic Geometry Learning,48,6565,346,18.97,15.15,14.45,24.28,2.02,28.88,13.75,17.47,0.2075,5.74,0.0376,0.0935,3.351,1.523,0.6875,0.609,3.351,2.894,1.523,2.133,13.252,1.676,3.351,1.676,8.378,0.609,0.0,0.152,0.762,2.437
5,10,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 10.  Practice: Doing Geometry,2013,2,Group Cognition in Dynamic Geometry Learning,31,4366,217,20.12,12.34,12.9,14.75,0.46,36.91,12.8,16.55,0.2155,5.473,0.0347,0.1021,1.603,2.519,0.3889,0.687,0.0,1.603,1.603,0.0,0.229,0.458,1.374,4.123,1.832,0.458,0.229,0.0,0.916,1.145
5,11,Translating Euclid: Designing a Human-Centered Mathematics,Chapter 11.  Design-Based Research: Human-Centered Geometry,2013,2,Group Cognition in Dynamic Geometry Learning,69,9427,1020,9.28,32.46,2.94,69.9,3.24,36.16,10.12,13.58,0.2351,5.844,0.0443,0.1087,2.97,1.485,0.6667,0.0,1.167,1.273,1.379,3.395,7.319,0.636,0.955,2.864,30.338,1.273,0.318,0.0,0.53,1.273
10,5,Essays in Group-Cognitive Science,Theories of Group Cognition: Foundations for CSCL and CSCW,2013,1,Group Processes and Collaborative Knowledge Building,68,9220,356,25.9,18.69,22.47,7.02,0.28,18.3,16.9,20.81,0.1918,5.769,0.0542,0.0855,4.013,3.471,0.5362,0.759,2.495,1.518,2.82,1.085,0.651,0.868,4.447,6.833,2.061,11.28,1.302,0.0,0.542,2.169
10,7,Essays in Group-Cognitive Science,Interaction Analysis of a Biology Chat,2013,4,Virtual Math Teams Project and Online Collaboration,82,11639,559,20.82,13.77,16.64,19.68,5.72,42.93,12.05,15.2,0.1633,5.204,0.033,0.0671,5.413,2.062,0.7241,0.43,2.492,2.062,0.687,8.85,4.554,2.492,1.632,2.234,3.093,1.89,0.859,0.0,0.687,2.234
12,3,Essays in Online Mathematics Interaction,"The Integration of Mathematics Discourse, Graphical Reasoning and Symbolic Expression by a Virtual Math Team",2013,7,Group Discourse in Mathematics Problem-Solving,146,20863,997,20.93,15.39,20.56,25.88,5.32,38.35,12.61,15.95,0.1132,5.386,0.0421,0.0397,4.41,1.294,0.7731,1.965,2.54,1.965,1.438,1.15,4.17,1.678,1.486,0.575,2.636,3.595,0.767,0.0,1.869,2.301
14,3,Adventures in Dynamic Geometry,Topics in Dynamic Geometry for Virtual Math Teams,2013,2,Group Cognition in Dynamic Geometry Learning,128,19473,1093,17.82,10.79,10.16,19.76,16.93,56.66,9.57,12.97,0.0901,4.932,0.0222,0.0308,3.03,4.93,0.3806,0.411,0.976,2.362,0.822,0.308,3.133,0.565,0.924,1.9,7.549,0.257,0.0,0.0,2.157,1.13
16,28,Editorial Introductions to ijCSCL,8(1): Learning across levels,2013,1,Group Processes and Collaborative Knowledge Building,54,7287,421,17.34,14.9,14.25,38.72,1.19,24.12,13.97,17.29,0.2306,5.874,0.0403,0.1064,4.529,2.882,0.6111,0.412,2.333,2.47,1.51,0.412,1.921,0.549,3.156,6.45,9.606,6.45,0.686,0.0,1.372,1.647
16,29,Editorial Introductions to ijCSCL,8(2): Transactive discourse in CSCL,2013,1,Group Processes and Collaborative Knowledge Building,12,1750,69,25.36,13.98,28.99,5.8,0.0,27.24,15.49,19.36,0.3301,5.499,0.0519,0.191,4.0,2.286,0.6364,2.286,2.286,1.714,3.429,0.0,6.857,1.143,1.714,8.0,1.143,0.0,0.0,0.0,1.143,4.0
16,30,Editorial Introductions to ijCSCL,8(3): Collaborative learning at CSCL 2013,2013,12,Group Cognition and Collaborative Knowledge Building,12,1649,71,23.23,12.35,21.13,11.27,7.04,26.41,15.27,18.71,0.3346,5.605,0.0369,0.1771,1.819,0.606,0.75,0.0,1.213,3.639,1.213,0.0,5.458,0.606,2.426,6.671,4.245,0.0,0.0,0.0,0.606,0.606
16,31,Editorial Introductions to ijCSCL,8(4): Reigniting CSCL flash themes,2013,12,Group Cognition and Collaborative Knowledge Building,26,3475,165,21.08,43.8,19.39,41.82,3.64,18.9,15.53,18.37,0.3982,5.98,0.0421,0.2398,3.165,2.59,0.55,0.576,2.302,0.576,0.288,0.0,1.727,0.576,3.741,2.878,6.331,6.906,0.576,0.0,0.288,2.878
6,3,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Analyzing Development of Group Cognition,2014,11,Group Cognition in Collaborative Learning,68,9570,394,24.29,14.16,24.11,10.41,0.51,25.2,15.53,19.55,0.1806,5.594,0.047,0.0799,2.612,2.09,0.5556,0.94,2.508,2.194,1.776,0.0,8.255,1.463,3.971,3.866,2.194,12.853,3.971,0.0,1.149,3.553
11,13,Essays in Philosophy of Group Cognition,Constituting Group Cognition,2014,11,Group Cognition in Collaborative Learning,47,6519,318,20.51,13.87,19.18,22.96,3.14,33.69,13.4,17.29,0.2149,5.537,0.0443,0.0963,1.841,3.528,0.3429,0.46,1.227,1.534,2.148,1.534,5.829,1.841,2.148,3.835,10.278,3.682,1.074,0.153,1.841,2.915
13,9,Essays in Collaborative Dynamic Geometry,Working Group: Developing Comprehensive Open-Source Geometry Curricula using GeoGebra,2014,2,Group Cognition in Dynamic Geometry Learning,12,1613,94,17.16,10.32,8.51,20.21,8.51,20.95,14.43,18.65,0.3297,5.949,0.02,0.1665,4.34,1.86,0.7,0.0,4.34,2.48,0.62,0.0,1.24,0.62,4.34,1.24,1.86,4.34,2.48,0.0,0.0,1.86
14,2,Adventures in Dynamic Geometry,Explore Dynamic Geometry Together,2014,2,Group Cognition in Dynamic Geometry Learning,66,10194,571,17.85,11.35,10.16,23.29,15.76,60.88,9.04,12.08,0.1045,4.798,0.0158,0.0363,2.845,4.807,0.3718,0.49,0.883,2.649,0.589,0.0,5.395,0.49,0.883,1.668,8.829,0.0,0.0,0.0,0.883,0.589
14,4,Adventures in Dynamic Geometry,Dynamic-Geometry Activities with GeoGebra for Virtual Math Teams,2014,4,Virtual Math Teams Project and Online Collaboration,237,37275,2454,15.19,11.62,7.05,33.41,15.85,62.62,8.06,11.26,0.0639,4.867,0.0294,0.0199,2.307,3.836,0.3755,0.295,0.671,1.932,0.993,0.617,1.234,0.456,1.69,0.563,8.478,0.215,0.0,0.0,0.885,1.905
16,32,Editorial Introductions to ijCSCL,9(1): Analyzing the multidimensional construction of knowledge in diverse contexts,2014,1,Group Processes and Collaborative Knowledge Building,25,3200,172,18.61,17.03,18.6,35.47,0.58,19.49,14.98,18.3,0.296,5.982,0.0364,0.1542,2.812,1.25,0.6923,0.312,3.125,4.688,1.562,0.625,5.938,0.625,2.5,4.062,6.875,4.375,0.625,0.0,1.25,0.625
16,33,Editorial Introductions to ijCSCL,9(2): Dialogic foundations of CSCL,2014,18,"Marx, Heidegger, and Historical Ontology",43,5621,317,17.74,16.33,16.4,40.69,2.52,21.35,14.44,17.77,0.2728,5.946,0.0444,0.1342,2.135,2.669,0.4444,0.712,2.846,2.135,1.601,0.178,1.957,1.067,3.024,5.871,7.65,6.76,0.356,0.178,0.178,2.669
16,34,Editorial Introductions to ijCSCL,9(3): CSCL artifacts,2014,1,Group Processes and Collaborative Knowledge Building,38,5278,328,16.12,13.61,12.8,39.33,7.01,31.27,12.67,16.23,0.2424,5.671,0.0416,0.1184,3.789,2.842,0.5714,0.568,2.463,2.084,0.758,0.568,3.6,0.947,1.326,3.221,9.094,5.116,0.379,0.0,0.947,0.947
16,35,Editorial Introductions to ijCSCL,9(4): Analyzing roles of individuals in small-group collaboration processes,2014,1,Group Processes and Collaborative Knowledge Building,27,3598,250,14.4,11.19,10.0,43.2,2.4,28.45,12.62,15.57,0.2937,5.839,0.0388,0.1516,6.67,1.112,0.8571,1.112,3.057,3.057,3.613,0.0,3.057,0.834,3.057,4.447,9.45,8.894,1.39,0.0,0.278,1.112
11,15,Essays in Philosophy of Group Cognition,Structuring Group Cognition,2015,12,Group Cognition and Collaborative Knowledge Building,100,14608,662,22.08,15.84,19.64,19.18,3.32,44.29,12.27,15.65,0.1384,5.204,0.0311,0.0539,3.217,2.191,0.5949,0.548,2.533,1.643,1.574,3.56,6.914,0.685,2.396,4.107,6.846,4.587,1.027,0.0,1.917,2.259
13,5,Essays in Collaborative Dynamic Geometry,Tracing the Change in Discourse in a Collaborative Dynamic Geometry Environment: From Visual to More Mathematical,2015,7,Group Discourse in Mathematics Problem-Solving,111,15543,770,20.2,23.16,13.9,26.36,1.69,33.24,13.22,16.68,0.1213,5.621,0.0426,0.0442,4.632,1.222,0.7912,1.866,5.79,2.638,1.158,1.029,1.158,2.123,1.544,1.029,5.469,4.761,0.836,0.129,3.088,3.539
13,6,Essays in Collaborative Dynamic Geometry,Constructing Knowledge: A Community of Practice Framework for Evaluation in the VMT Project,2015,4,Virtual Math Teams Project and Online Collaboration,43,6032,264,22.85,18.05,23.86,25.0,5.3,31.06,14.39,18.39,0.1965,5.531,0.0434,0.0827,4.31,2.487,0.6341,0.332,3.813,3.647,3.813,0.0,0.663,2.155,2.818,0.0,11.605,3.813,1.492,0.0,0.663,1.824
13,7,Essays in Collaborative Dynamic Geometry,Dragging as a Referential Resource for Mathematical Meaning Making in a Collaborative DynamicGeometry Environment,2015,2,Group Cognition in Dynamic Geometry Learning,44,6021,232,25.95,18.53,28.45,18.97,1.29,26.85,15.41,19.17,0.191,5.636,0.032,0.079,7.308,1.827,0.8,1.661,3.322,2.657,1.163,0.0,1.329,1.495,1.661,0.332,4.983,3.322,0.498,0.166,1.329,0.997
13,8,Essays in Collaborative Dynamic Geometry,Collaborative Exploration of Geometric Dependencies in Dynamic Geometry,2015,2,Group Cognition in Dynamic Geometry Learning,12,1475,69,21.39,14.04,20.29,14.49,0.0,13.83,16.53,20.28,0.3403,6.105,0.0437,0.1726,2.034,3.39,0.375,0.0,3.39,1.356,1.356,0.0,18.305,0.0,1.356,4.746,12.881,11.525,6.102,0.0,0.0,2.034
14,1,Adventures in Dynamic Geometry,The Construction Crew Game,2015,13,Dynamic Geometry Construction and Drag Testing,47,6890,446,15.45,9.37,6.5,27.13,16.14,61.02,8.44,11.52,0.12,4.967,0.0234,0.0436,1.161,6.386,0.1538,0.435,1.306,1.597,0.871,0.0,0.581,0.581,0.435,1.887,4.79,0.0,0.0,0.145,1.887,1.161
16,36,Editorial Introductions to ijCSCL,10(1): From the editors: Collaboration and the formation of new knowledge artifacts,2015,1,Group Processes and Collaborative Knowledge Building,27,3507,234,15.0,12.03,9.4,43.59,0.0,21.72,13.68,17.04,0.2749,6.147,0.0431,0.1278,0.285,2.281,0.1111,0.0,2.281,1.141,0.855,0.285,6.843,0.855,4.847,3.422,6.273,9.41,1.141,0.0,2.281,2.851
16,37,Editorial Introductions to ijCSCL,"10(2): The core features of CSCL: Social situation, collaborative knowledge processes and their design",2015,1,Group Processes and Collaborative Knowledge Building,35,4635,353,13.15,11.92,9.92,51.27,8.22,31.28,11.87,14.6,0.2401,5.928,0.0533,0.1068,4.099,2.373,0.6333,1.294,1.294,4.962,1.294,0.647,3.452,1.079,3.668,1.294,8.414,10.787,0.863,0.0,1.51,2.589
16,39,Editorial Introductions to ijCSCL,10(4): A decade of CSCL,2015,1,Group Processes and Collaborative Knowledge Building,37,4806,310,15.52,36.04,11.29,51.94,0.0,17.32,14.36,17.35,0.354,6.201,0.0417,0.1958,3.329,1.248,0.7273,0.0,2.705,2.289,0.624,0.832,1.665,0.208,5.41,3.329,9.155,8.947,1.04,0.0,0.0,2.289
18,1,Overview and Autobiographical Essays,Part I: Introduction to My Life and Writings,2015,4,Virtual Math Teams Project and Online Collaboration,3,360,15,24.0,16.28,20.0,6.67,0.0,21.22,16.05,20.2,0.4813,5.689,0.0288,0.2911,0.0,0.0,0.5,0.0,0.0,5.556,0.0,61.111,0.0,2.778,2.778,2.778,8.333,0.0,0.0,0.0,0.0,2.778
18,2,Overview and Autobiographical Essays,Intro to My Life,2015,18,"Marx, Heidegger, and Historical Ontology",11,1480,69,21.45,13.58,11.59,8.7,0.0,21.48,15.11,18.41,0.367,5.775,0.049,0.2177,0.0,2.027,0.0,0.0,3.378,3.378,0.676,63.514,2.027,3.378,5.405,0.676,15.541,3.378,0.0,0.0,1.351,0.676
18,3,Overview and Autobiographical Essays,Intro to My Research & Writings,2015,12,Group Cognition and Collaborative Knowledge Building,13,1780,76,23.42,9.55,19.74,3.95,1.32,24.35,15.45,19.13,0.3053,5.582,0.0591,0.162,2.247,2.809,0.4444,0.0,3.371,1.685,1.124,24.719,0.0,3.371,0.0,2.247,2.247,0.0,0.0,0.0,2.809,2.247
18,5,Overview and Autobiographical Essays,Union Organizing at Temple (1975-1977),2015,17,Foundations and Evolution of CSCL,9,1342,57,23.54,14.3,24.56,10.53,0.0,39.22,13.39,17.27,0.3287,5.234,0.0452,0.1737,0.0,2.981,0.0,0.745,3.726,1.49,0.0,11.923,6.706,5.216,0.0,0.0,2.235,3.726,0.0,0.0,0.0,2.235
18,6,Overview and Autobiographical Essays,Community Development in Philadelphia (1978-1985),2015,17,Foundations and Evolution of CSCL,7,912,47,19.4,12.9,4.26,17.02,0.0,32.34,12.97,16.31,0.4305,5.683,0.0576,0.2503,1.096,1.096,0.5,0.0,2.193,6.579,0.0,23.026,1.096,3.289,0.0,0.0,3.289,1.096,0.0,0.0,0.0,0.0
18,7,Overview and Autobiographical Essays,Rehabbing My First House (1980-1989),2015,17,Foundations and Evolution of CSCL,4,622,38,16.37,6.86,2.63,15.79,0.0,56.37,9.21,13.07,0.5205,4.897,0.0154,0.3408,3.215,0.0,1.0,0.0,1.608,3.215,0.0,16.077,46.624,3.215,0.0,0.0,0.0,1.608,0.0,1.608,1.608,1.608
18,11,Overview and Autobiographical Essays,Homes Where I Have Lived,2015,17,Foundations and Evolution of CSCL,2,248,4,62.0,50.49,50.0,25.0,0.0,-26.04,27.51,32.77,0.6082,6.801,0.0468,0.4386,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.032,0.0,0.0,0.0,0.0,0.0,60.484,0.0,0.0,0.0,0.0
18,12,Overview and Autobiographical Essays,Travels Abroad,2015,17,Foundations and Evolution of CSCL,4,450,4,112.5,124.19,50.0,25.0,0.0,-56.99,44.31,49.89,0.4973,6.075,0.0188,0.2984,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,0.0,11.111,2.222,0.0,0.0,0.0,0.0
18,13,Overview and Autobiographical Essays,Academic Conferences and Presentations,2015,17,Foundations and Evolution of CSCL,3,287,2,143.5,142.5,50.0,50.0,0.0,-90.31,60.51,64.26,0.4875,5.71,0.0215,0.2867,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,14,Overview and Autobiographical Essays,E-Library Volumes,2015,12,Group Cognition and Collaborative Knowledge Building,86,9720,2431,4.03,4.46,0.04,92.06,0.12,41.87,8.33,12.07,0.1257,5.838,0.0469,0.053,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.235,0.617,0.0,0.514,0.103,96.605,0.617,0.0,0.0,0.206,0.0
18,15,Overview and Autobiographical Essays,Chronological Listing of Essays with Volume and Chapter,2015,12,Group Cognition and Collaborative Knowledge Building,10,1333,395,3.38,4.09,0.0,91.39,0.25,35.93,8.86,11.39,0.3533,6.036,0.0568,0.2159,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,24.756,0.0,0.0,0.0,0.75,0.0
18,16,Overview and Autobiographical Essays,Summaries of the Volumes,2015,17,Foundations and Evolution of CSCL,30,4054,205,19.79,12.15,14.15,20.49,2.44,24.59,14.57,18.48,0.2519,5.701,0.0465,0.1209,1.48,0.987,0.6,0.0,0.0,5.18,1.233,23.187,0.493,3.207,0.74,2.22,10.853,4.193,0.0,0.0,0.0,0.493
18,17,Overview and Autobiographical Essays,Reflections on the Volumes,2015,17,Foundations and Evolution of CSCL,124,17605,846,20.81,12.79,14.89,15.72,0.12,28.79,14.19,18.1,0.1649,5.542,0.0407,0.0712,3.749,2.442,0.6055,0.625,3.295,3.238,1.136,23.005,1.761,4.715,1.477,3.351,2.84,2.897,1.874,0.114,0.682,1.761
18,18,Overview and Autobiographical Essays,Part V. Detailed CV,2015,17,Foundations and Evolution of CSCL,162,17532,2453,7.16,27.14,0.57,76.4,0.24,28.67,11.0,15.01,0.1192,6.147,0.0567,0.0473,0.0,0.057,0.0,0.0,0.0,0.057,0.0,1.654,0.513,0.171,4.506,0.285,87.383,9.868,0.0,0.0,0.114,0.0
6,1,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Introduction to the Analysis,2016,2,Group Cognition in Dynamic Geometry Learning,30,3908,198,19.74,11.1,11.11,13.64,0.0,13.81,16.09,20.03,0.2306,6.058,0.0578,0.1095,3.582,3.582,0.5,0.0,2.303,1.791,1.279,0.0,1.279,1.535,1.024,2.047,3.582,1.024,1.024,0.768,0.256,0.768
6,2,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Researching Mathematical Cognition,2016,4,Virtual Math Teams Project and Online Collaboration,35,4692,213,22.03,10.71,13.62,7.04,0.47,21.75,15.5,19.28,0.2636,5.763,0.0453,0.1262,6.181,3.41,0.6444,0.213,2.771,1.918,1.492,0.0,10.23,0.853,1.066,5.115,2.344,8.312,1.066,0.0,1.066,1.705
6,4,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 1: The Team Develops Collaboration Practices,2016,4,Virtual Math Teams Project and Online Collaboration,133,19649,916,21.45,13.97,16.92,16.81,4.04,44.26,12.13,15.86,0.1159,5.22,0.0368,0.0426,3.919,1.934,0.6696,0.356,4.021,2.596,1.629,0.407,5.191,0.814,1.781,5.598,1.781,3.257,0.814,0.0,1.425,2.29
6,5,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 2: The Team Develops Dragging Practices,2016,2,Group Cognition in Dynamic Geometry Learning,56,8193,392,20.9,17.32,15.56,17.09,8.67,51.99,10.77,14.12,0.1489,5.178,0.031,0.0619,4.516,4.882,0.4805,0.244,4.272,1.953,1.465,0.61,2.075,0.732,2.319,2.319,2.441,1.343,0.0,0.0,0.976,4.516
6,6,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 3: The Team Develops Construction Practices,2016,13,Dynamic Geometry Construction and Drag Testing,53,7759,366,21.2,18.02,12.84,17.49,2.19,44.36,11.94,15.2,0.1588,5.343,0.0423,0.0661,3.995,2.449,0.62,1.16,4.64,1.418,1.675,0.644,2.707,0.773,1.289,2.835,2.191,1.804,0.258,0.0,0.773,2.32
6,7,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 4: The Team Develops Tool-Usage Practices,2016,2,Group Cognition in Dynamic Geometry Learning,33,4906,253,19.39,14.65,12.65,21.74,9.09,53.58,10.21,13.5,0.1806,5.129,0.0207,0.0804,8.153,4.28,0.6557,0.204,3.465,1.019,0.815,0.815,3.873,1.019,0.408,2.242,1.427,0.0,0.0,0.0,0.815,2.446
6,8,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 5: The Team Identifies Dependencies,2016,2,Group Cognition in Dynamic Geometry Learning,28,4085,195,20.95,20.03,13.33,21.54,7.18,47.83,11.42,14.63,0.1965,5.273,0.028,0.0836,2.203,1.714,0.5625,0.49,2.448,3.672,1.469,0.979,6.61,0.734,0.245,3.427,3.672,0.0,0.0,0.0,0.49,2.448
6,9,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 6: The Team Constructs Dependencies,2016,19,Collaborative Mathematical Meaning-Making,47,6870,319,21.54,23.69,13.48,17.87,2.51,47.9,11.6,15.06,0.1564,5.208,0.0296,0.0619,2.911,3.202,0.4762,0.437,3.202,1.747,1.019,0.728,6.114,0.728,0.582,2.329,1.892,0.146,0.146,0.0,0.873,5.24
6,10,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 7: The Team Uses Transformation Tools,2016,2,Group Cognition in Dynamic Geometry Learning,33,4707,237,19.86,16.4,13.5,22.78,14.35,56.51,9.81,13.05,0.1734,5.148,0.0222,0.0691,2.974,0.212,0.9333,0.637,1.912,1.062,0.212,1.7,2.124,1.062,0.637,1.062,3.399,0.212,0.0,0.0,1.062,0.85
6,11,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Session 8: The Team Develops Mathematical Discourse and Action Practices,2016,2,Group Cognition in Dynamic Geometry Learning,95,13924,622,22.39,20.89,17.36,19.61,5.14,43.6,12.27,16.04,0.1271,5.274,0.0262,0.0469,9.624,2.514,0.7929,1.077,4.381,3.016,0.575,0.215,3.375,2.226,1.077,2.37,3.447,0.575,0.359,0.0,1.652,3.016
6,12,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Contributions to a Theory of Mathematical Group Cognition,2016,7,Group Discourse in Mathematics Problem-Solving,76,10718,445,24.09,13.6,23.82,10.34,0.67,28.06,15.11,19.14,0.1756,5.512,0.0496,0.0737,4.012,2.519,0.6143,0.56,2.892,2.799,2.053,0.187,9.517,1.306,2.612,5.038,2.612,8.117,1.866,0.0,0.84,2.706
6,13,Constructing Dynamic Triangles Together: The Development of Mathematical Group Cognition,Constructing Dynamic Triangles Together,2016,11,Group Cognition in Collaborative Learning,65,8210,984,8.37,8.91,3.25,72.87,0.2,38.82,9.69,13.07,0.226,5.786,0.0436,0.1145,4.141,1.218,0.7727,0.122,2.923,1.949,0.853,0.731,4.872,1.096,2.314,1.705,24.361,2.314,0.609,0.0,0.609,1.462
11,9,Essays in Philosophy of Group Cognition,A Post-cognitive Theoretical Paradigm,2016,1,Group Processes and Collaborative Knowledge Building,97,13169,696,18.93,14.38,14.8,29.74,0.86,24.66,14.29,18.19,0.1801,5.781,0.0495,0.0766,3.113,2.886,0.519,1.139,2.506,2.05,2.126,2.43,2.202,1.519,4.025,3.949,7.518,7.821,1.671,0.0,1.139,2.05
11,12,Essays in Philosophy of Group Cognition,From Intersubjectivity to Group Cognition,2016,11,Group Cognition in Collaborative Learning,105,14755,617,23.92,15.34,22.2,12.32,0.81,25.27,15.46,19.2,0.1609,5.582,0.0632,0.0663,3.118,1.898,0.6216,0.949,2.779,2.711,1.559,7.862,11.589,1.017,2.237,4.744,4.066,4.744,0.746,0.0,2.779,2.033
11,10,Essays in Philosophy of Group Cognition,Practices in Group Cognition,2017,1,Group Processes and Collaborative Knowledge Building,59,7840,436,17.99,13.69,16.74,33.94,0.46,24.66,14.05,17.88,0.2111,5.872,0.0461,0.0911,3.827,2.296,0.625,0.638,2.806,2.041,1.148,0.383,8.673,0.765,4.719,4.847,5.995,13.52,5.74,0.128,0.765,2.168
